symptom,related
lethargy,swelled_lymph_nodes
lethargy,receiving_blood_transfusion
lethargy,headache
lethargy,weight_gain
lethargy,malaise
lethargy,swollen_extremeties
lethargy,cold_hands_and_feets
lethargy,dizziness
lethargy,abnormal_menstruation
lethargy,irregular_sugar_level
lethargy,abdominal_pain
lethargy,mild_fever
lethargy,red_spots_over_body
lethargy,obesity
lethargy,loss_of_appetite
lethargy,skin_rash
lethargy,depression
lethargy,weight_loss
lethargy,enlarged_thyroid
lethargy,yellow_urine
lethargy,blurred_and_distorted_vision
lethargy,fatigue
lethargy,high_fever
lethargy,receiving_unsterile_injections
lethargy,yellowish_skin
lethargy,puffy_face_and_eyes
lethargy,mood_swings
lethargy,yellowing_of_eyes
lethargy,itching
lethargy,restlessness
lethargy,irritability
lethargy,excessive_hunger
irregular_sugar_level,polyuria
irregular_sugar_level,increased_appetite
irregular_sugar_level,restlessness
irregular_sugar_level,weight_loss
irregular_sugar_level,blurred_and_distorted_vision
irregular_sugar_level,obesity
irregular_sugar_level,fatigue
irregular_sugar_level,lethargy
irregular_sugar_level,excessive_hunger
cough,vomiting
cough,sinus_pressure
cough,congestion
cough,rusty_sputum
cough,swelled_lymph_nodes
cough,phlegm
cough,muscle_pain
cough,throat_irritation
cough,malaise
cough,runny_nose
cough,chills
cough,loss_of_smell
cough,mild_fever
cough,blood_in_sputum
cough,loss_of_appetite
cough,fast_heart_rate
cough,fatigue
cough,high_fever
cough,chest_pain
cough,redness_of_eyes
cough,sweating
cough,yellowing_of_eyes
cough,breathlessness
high_fever,malaise
high_fever,skin_rash
high_fever,sweating
high_fever,nausea
high_fever,vomiting
high_fever,breathlessness
high_fever,chills
high_fever,abdominal_pain
high_fever,swelled_lymph_nodes
high_fever,phlegm
high_fever,cough
high_fever,fatigue
high_fever,headache
high_fever,muscle_pain
high_fever,loss_of_appetite
high_fever,chest_pain
breathlessness,malaise
breathlessness,sweating
breathlessness,mucoid_sputum
breathlessness,vomiting
breathlessness,yellowing_of_eyes
breathlessness,weight_loss
breathlessness,rusty_sputum
breathlessness,chills
breathlessness,swelled_lymph_nodes
breathlessness,mild_fever
breathlessness,family_history
breathlessness,cough
breathlessness,phlegm
breathlessness,fatigue
breathlessness,fast_heart_rate
breathlessness,blood_in_sputum
breathlessness,loss_of_appetite
breathlessness,high_fever
breathlessness,chest_pain
sweating,malaise
sweating,diarrhoea
sweating,nausea
sweating,vomiting
sweating,breathlessness
sweating,weight_loss
sweating,chills
sweating,irritability
sweating,phlegm
sweating,cough
sweating,fatigue
sweating,headache
sweating,fast_heart_rate
sweating,high_fever
sweating,chest_pain
sweating,excessive_hunger
indigestion,visual_disturbances
indigestion,depression
indigestion,acidity
indigestion,irritability
indigestion,blurred_and_distorted_vision
indigestion,headache
indigestion,stiff_neck
indigestion,excessive_hunger
headache,malaise
headache,nausea
headache,vomiting
headache,chills
headache,red_spots_over_body
headache,fatigue
headache,muscle_pain
headache,loss_of_appetite
headache,high_fever
yellowish_skin,dark_urine
yellowish_skin,nausea
yellowish_skin,vomiting
yellowish_skin,yellowing_of_eyes
yellowish_skin,itching
yellowish_skin,joint_pain
yellowish_skin,abdominal_pain
yellowish_skin,fatigue
yellowish_skin,loss_of_appetite
yellowish_skin,high_fever
dark_urine,yellowish_skin
dark_urine,nausea
dark_urine,vomiting
dark_urine,yellowing_of_eyes
dark_urine,itching
dark_urine,joint_pain
dark_urine,abdominal_pain
dark_urine,fatigue
dark_urine,loss_of_appetite
dark_urine,high_fever
nausea,dark_urine
nausea,yellowish_skin
nausea,vomiting
nausea,yellowing_of_eyes
nausea,joint_pain
nausea,chills
nausea,abdominal_pain
nausea,fatigue
nausea,headache
nausea,muscle_pain
nausea,loss_of_appetite
nausea,high_fever
nausea,diarrhoea
loss_of_appetite,dark_urine
loss_of_appetite,yellowish_skin
loss_of_appetite,malaise
loss_of_appetite,nausea
loss_of_appetite,vomiting
loss_of_appetite,yellowing_of_eyes
loss_of_appetite,itching
loss_of_appetite,joint_pain
loss_of_appetite,abdominal_pain
loss_of_appetite,mild_fever
loss_of_appetite,fatigue
loss_of_appetite,high_fever
pain_behind_the_eyes,malaise
pain_behind_the_eyes,skin_rash
pain_behind_the_eyes,nausea
pain_behind_the_eyes,vomiting
pain_behind_the_eyes,joint_pain
pain_behind_the_eyes,chills
pain_behind_the_eyes,back_pain
pain_behind_the_eyes,red_spots_over_body
pain_behind_the_eyes,fatigue
pain_behind_the_eyes,headache
pain_behind_the_eyes,muscle_pain
pain_behind_the_eyes,loss_of_appetite
pain_behind_the_eyes,high_fever
back_pain,malaise
back_pain,skin_rash
back_pain,pain_behind_the_eyes
back_pain,nausea
back_pain,vomiting
back_pain,joint_pain
back_pain,chills
back_pain,red_spots_over_body
back_pain,fatigue
back_pain,headache
back_pain,muscle_pain
back_pain,loss_of_appetite
back_pain,high_fever
constipation,pain_in_anal_region
constipation,irritation_in_anus
constipation,nausea
constipation,vomiting
constipation,bloody_stool
constipation,belly_pain
constipation,chills
constipation,toxic_look_(typhos)
constipation,abdominal_pain
constipation,pain_during_bowel_movements
constipation,fatigue
constipation,headache
constipation,high_fever
constipation,diarrhoea
abdominal_pain,dark_urine
abdominal_pain,yellowish_skin
abdominal_pain,nausea
abdominal_pain,vomiting
abdominal_pain,yellowing_of_eyes
abdominal_pain,itching
abdominal_pain,joint_pain
abdominal_pain,fatigue
abdominal_pain,loss_of_appetite
abdominal_pain,high_fever
abdominal_pain,diarrhoea
diarrhoea,muscle_weakness
diarrhoea,sweating
diarrhoea,nausea
diarrhoea,vomiting
diarrhoea,yellowing_of_eyes
diarrhoea,abnormal_menstruation
diarrhoea,chills
diarrhoea,abdominal_pain
diarrhoea,irritability
diarrhoea,mild_fever
diarrhoea,fatigue
diarrhoea,headache
diarrhoea,muscle_pain
diarrhoea,high_fever
mild_fever,dark_urine
mild_fever,nausea
mild_fever,vomiting
mild_fever,swelled_lymph_nodes
mild_fever,phlegm
mild_fever,headache
mild_fever,muscle_pain
mild_fever,malaise
mild_fever,chills
mild_fever,red_spots_over_body
mild_fever,abdominal_pain
mild_fever,blood_in_sputum
mild_fever,loss_of_appetite
mild_fever,diarrhoea
mild_fever,skin_rash
mild_fever,weight_loss
mild_fever,joint_pain
mild_fever,fatigue
mild_fever,high_fever
mild_fever,chest_pain
mild_fever,yellowish_skin
mild_fever,sweating
mild_fever,yellowing_of_eyes
mild_fever,itching
mild_fever,breathlessness
mild_fever,cough
mild_fever,lethargy
yellow_urine,dark_urine
yellow_urine,yellowish_skin
yellow_urine,malaise
yellow_urine,yellowing_of_eyes
yellow_urine,itching
yellow_urine,abdominal_pain
yellow_urine,receiving_blood_transfusion
yellow_urine,fatigue
yellow_urine,loss_of_appetite
yellow_urine,lethargy
yellow_urine,receiving_unsterile_injections
yellowing_of_eyes,dark_urine
yellowing_of_eyes,yellowish_skin
yellowing_of_eyes,malaise
yellowing_of_eyes,nausea
yellowing_of_eyes,vomiting
yellowing_of_eyes,itching
yellowing_of_eyes,joint_pain
yellowing_of_eyes,abdominal_pain
yellowing_of_eyes,mild_fever
yellowing_of_eyes,fatigue
yellowing_of_eyes,loss_of_appetite
yellowing_of_eyes,high_fever
acute_liver_failure,dark_urine
acute_liver_failure,yellowish_skin
acute_liver_failure,nausea
acute_liver_failure,high_fever
acute_liver_failure,vomiting
acute_liver_failure,yellowing_of_eyes
acute_liver_failure,joint_pain
acute_liver_failure,abdominal_pain
acute_liver_failure,fatigue
acute_liver_failure,loss_of_appetite
acute_liver_failure,coma
acute_liver_failure,stomach_bleeding
swelling_of_stomach,distention_of_abdomen
swelling_of_stomach,yellowish_skin
swelling_of_stomach,history_of_alcohol_consumption
swelling_of_stomach,fluid_overload
swelling_of_stomach,vomiting
swelling_of_stomach,abdominal_pain
swelled_lymph_nodes,vomiting
swelled_lymph_nodes,sinus_pressure
swelled_lymph_nodes,congestion
swelled_lymph_nodes,phlegm
swelled_lymph_nodes,headache
swelled_lymph_nodes,muscle_pain
swelled_lymph_nodes,throat_irritation
swelled_lymph_nodes,malaise
swelled_lymph_nodes,runny_nose
swelled_lymph_nodes,chills
swelled_lymph_nodes,red_spots_over_body
swelled_lymph_nodes,loss_of_smell
swelled_lymph_nodes,mild_fever
swelled_lymph_nodes,blood_in_sputum
swelled_lymph_nodes,loss_of_appetite
swelled_lymph_nodes,skin_rash
swelled_lymph_nodes,weight_loss
swelled_lymph_nodes,fatigue
swelled_lymph_nodes,high_fever
swelled_lymph_nodes,chest_pain
swelled_lymph_nodes,redness_of_eyes
swelled_lymph_nodes,continuous_sneezing
swelled_lymph_nodes,sweating
swelled_lymph_nodes,yellowing_of_eyes
swelled_lymph_nodes,itching
swelled_lymph_nodes,breathlessness
swelled_lymph_nodes,cough
swelled_lymph_nodes,lethargy
malaise,sweating
malaise,skin_rash
malaise,vomiting
malaise,yellowing_of_eyes
malaise,itching
malaise,breathlessness
malaise,chills
malaise,red_spots_over_body
malaise,swelled_lymph_nodes
malaise,mild_fever
malaise,phlegm
malaise,cough
malaise,fatigue
malaise,headache
malaise,muscle_pain
malaise,loss_of_appetite
malaise,high_fever
malaise,chest_pain
malaise,lethargy
blurred_and_distorted_vision,drying_and_tingling_lips
blurred_and_distorted_vision,polyuria
blurred_and_distorted_vision,nausea
blurred_and_distorted_vision,vomiting
blurred_and_distorted_vision,increased_appetite
blurred_and_distorted_vision,anxiety
blurred_and_distorted_vision,acidity
blurred_and_distorted_vision,headache
blurred_and_distorted_vision,slurred_speech
blurred_and_distorted_vision,irregular_sugar_level
blurred_and_distorted_vision,obesity
blurred_and_distorted_vision,visual_disturbances
blurred_and_distorted_vision,depression
blurred_and_distorted_vision,weight_loss
blurred_and_distorted_vision,fatigue
blurred_and_distorted_vision,stiff_neck
blurred_and_distorted_vision,indigestion
blurred_and_distorted_vision,sweating
blurred_and_distorted_vision,restlessness
blurred_and_distorted_vision,palpitations
blurred_and_distorted_vision,irritability
blurred_and_distorted_vision,lethargy
blurred_and_distorted_vision,excessive_hunger
phlegm,vomiting
phlegm,sinus_pressure
phlegm,congestion
phlegm,rusty_sputum
phlegm,swelled_lymph_nodes
phlegm,headache
phlegm,muscle_pain
phlegm,throat_irritation
phlegm,malaise
phlegm,runny_nose
phlegm,chills
phlegm,loss_of_smell
phlegm,mild_fever
phlegm,blood_in_sputum
phlegm,loss_of_appetite
phlegm,fast_heart_rate
phlegm,weight_loss
phlegm,fatigue
phlegm,high_fever
phlegm,chest_pain
phlegm,redness_of_eyes
phlegm,continuous_sneezing
phlegm,sweating
phlegm,yellowing_of_eyes
phlegm,breathlessness
phlegm,cough
throat_irritation,malaise
throat_irritation,continuous_sneezing
throat_irritation,runny_nose
throat_irritation,sinus_pressure
throat_irritation,congestion
throat_irritation,chills
throat_irritation,swelled_lymph_nodes
throat_irritation,phlegm
throat_irritation,loss_of_smell
throat_irritation,cough
throat_irritation,fatigue
throat_irritation,headache
throat_irritation,muscle_pain
throat_irritation,high_fever
throat_irritation,chest_pain
throat_irritation,redness_of_eyes
redness_of_eyes,throat_irritation
redness_of_eyes,malaise
redness_of_eyes,continuous_sneezing
redness_of_eyes,runny_nose
redness_of_eyes,sinus_pressure
redness_of_eyes,congestion
redness_of_eyes,chills
redness_of_eyes,loss_of_smell
redness_of_eyes,phlegm
redness_of_eyes,swelled_lymph_nodes
redness_of_eyes,cough
redness_of_eyes,fatigue
redness_of_eyes,headache
redness_of_eyes,muscle_pain
redness_of_eyes,high_fever
redness_of_eyes,chest_pain
sinus_pressure,throat_irritation
sinus_pressure,malaise
sinus_pressure,continuous_sneezing
sinus_pressure,runny_nose
sinus_pressure,congestion
sinus_pressure,chills
sinus_pressure,loss_of_smell
sinus_pressure,phlegm
sinus_pressure,swelled_lymph_nodes
sinus_pressure,cough
sinus_pressure,fatigue
sinus_pressure,headache
sinus_pressure,muscle_pain
sinus_pressure,high_fever
sinus_pressure,chest_pain
sinus_pressure,redness_of_eyes
runny_nose,throat_irritation
runny_nose,malaise
runny_nose,continuous_sneezing
runny_nose,sinus_pressure
runny_nose,congestion
runny_nose,chills
runny_nose,swelled_lymph_nodes
runny_nose,phlegm
runny_nose,loss_of_smell
runny_nose,cough
runny_nose,fatigue
runny_nose,headache
runny_nose,muscle_pain
runny_nose,high_fever
runny_nose,chest_pain
runny_nose,redness_of_eyes
congestion,throat_irritation
congestion,malaise
congestion,continuous_sneezing
congestion,runny_nose
congestion,sinus_pressure
congestion,chills
congestion,swelled_lymph_nodes
congestion,phlegm
congestion,loss_of_smell
congestion,cough
congestion,fatigue
congestion,headache
congestion,muscle_pain
congestion,high_fever
congestion,chest_pain
congestion,redness_of_eyes
chest_pain,malaise
chest_pain,sweating
chest_pain,vomiting
chest_pain,breathlessness
chest_pain,chills
chest_pain,swelled_lymph_nodes
chest_pain,phlegm
chest_pain,cough
chest_pain,fatigue
chest_pain,headache
chest_pain,high_fever
fast_heart_rate,muscle_weakness
fast_heart_rate,malaise
fast_heart_rate,sweating
fast_heart_rate,diarrhoea
fast_heart_rate,mood_swings
fast_heart_rate,restlessness
fast_heart_rate,breathlessness
fast_heart_rate,abnormal_menstruation
fast_heart_rate,weight_loss
fast_heart_rate,rusty_sputum
fast_heart_rate,chills
fast_heart_rate,irritability
fast_heart_rate,phlegm
fast_heart_rate,cough
fast_heart_rate,fatigue
fast_heart_rate,high_fever
fast_heart_rate,chest_pain
fast_heart_rate,excessive_hunger
pain_during_bowel_movements,bloody_stool
pain_during_bowel_movements,irritation_in_anus
pain_during_bowel_movements,constipation
pain_during_bowel_movements,pain_in_anal_region
pain_in_anal_region,constipation
pain_in_anal_region,pain_during_bowel_movements
pain_in_anal_region,irritation_in_anus
pain_in_anal_region,bloody_stool
bloody_stool,pain_in_anal_region
bloody_stool,pain_during_bowel_movements
bloody_stool,irritation_in_anus
bloody_stool,constipation
irritation_in_anus,pain_in_anal_region
irritation_in_anus,pain_during_bowel_movements
irritation_in_anus,bloody_stool
irritation_in_anus,constipation
neck_pain,swelling_joints
neck_pain,dizziness
neck_pain,joint_pain
neck_pain,painful_walking
neck_pain,loss_of_balance
neck_pain,knee_pain
neck_pain,hip_joint_pain
dizziness,puffy_face_and_eyes
dizziness,mood_swings
dizziness,swollen_extremeties
dizziness,neck_pain
dizziness,cold_hands_and_feets
dizziness,depression
dizziness,abnormal_menstruation
dizziness,enlarged_thyroid
dizziness,brittle_nails
dizziness,loss_of_balance
dizziness,irritability
dizziness,lethargy
dizziness,weight_gain
cramps,swollen_legs
cramps,prominent_veins_on_calf
cramps,obesity
cramps,fatigue
cramps,bruising
bruising,swollen_legs
bruising,cramps
bruising,prominent_veins_on_calf
bruising,obesity
bruising,fatigue
obesity,swollen_legs
obesity,bruising
obesity,polyuria
obesity,increased_appetite
obesity,restlessness
obesity,weight_loss
obesity,irregular_sugar_level
obesity,cramps
obesity,prominent_veins_on_calf
obesity,blurred_and_distorted_vision
obesity,fatigue
obesity,lethargy
obesity,excessive_hunger
swollen_legs,cramps
swollen_legs,prominent_veins_on_calf
swollen_legs,obesity
swollen_legs,fatigue
swollen_legs,bruising
puffy_face_and_eyes,swollen_extremeties
puffy_face_and_eyes,mood_swings
puffy_face_and_eyes,cold_hands_and_feets
puffy_face_and_eyes,depression
puffy_face_and_eyes,dizziness
puffy_face_and_eyes,abnormal_menstruation
puffy_face_and_eyes,enlarged_thyroid
puffy_face_and_eyes,brittle_nails
puffy_face_and_eyes,irritability
puffy_face_and_eyes,lethargy
puffy_face_and_eyes,weight_gain
enlarged_thyroid,puffy_face_and_eyes
enlarged_thyroid,mood_swings
enlarged_thyroid,swollen_extremeties
enlarged_thyroid,cold_hands_and_feets
enlarged_thyroid,depression
enlarged_thyroid,dizziness
enlarged_thyroid,abnormal_menstruation
enlarged_thyroid,brittle_nails
enlarged_thyroid,irritability
enlarged_thyroid,fatigue
enlarged_thyroid,lethargy
enlarged_thyroid,weight_gain
brittle_nails,puffy_face_and_eyes
brittle_nails,swollen_extremeties
brittle_nails,mood_swings
brittle_nails,cold_hands_and_feets
brittle_nails,depression
brittle_nails,dizziness
brittle_nails,abnormal_menstruation
brittle_nails,enlarged_thyroid
brittle_nails,irritability
brittle_nails,fatigue
brittle_nails,lethargy
brittle_nails,weight_gain
swollen_extremeties,puffy_face_and_eyes
swollen_extremeties,mood_swings
swollen_extremeties,cold_hands_and_feets
swollen_extremeties,depression
swollen_extremeties,dizziness
swollen_extremeties,abnormal_menstruation
swollen_extremeties,enlarged_thyroid
swollen_extremeties,brittle_nails
swollen_extremeties,irritability
swollen_extremeties,fatigue
swollen_extremeties,lethargy
swollen_extremeties,weight_gain
excessive_hunger,drying_and_tingling_lips
excessive_hunger,polyuria
excessive_hunger,nausea
excessive_hunger,vomiting
excessive_hunger,increased_appetite
excessive_hunger,anxiety
excessive_hunger,acidity
excessive_hunger,headache
excessive_hunger,slurred_speech
excessive_hunger,abnormal_menstruation
excessive_hunger,irregular_sugar_level
excessive_hunger,obesity
excessive_hunger,fast_heart_rate
excessive_hunger,diarrhoea
excessive_hunger,visual_disturbances
excessive_hunger,depression
excessive_hunger,weight_loss
excessive_hunger,blurred_and_distorted_vision
excessive_hunger,fatigue
excessive_hunger,stiff_neck
excessive_hunger,indigestion
excessive_hunger,muscle_weakness
excessive_hunger,sweating
excessive_hunger,mood_swings
excessive_hunger,restlessness
excessive_hunger,palpitations
excessive_hunger,irritability
excessive_hunger,lethargy
drying_and_tingling_lips,sweating
drying_and_tingling_lips,nausea
drying_and_tingling_lips,vomiting
drying_and_tingling_lips,anxiety
drying_and_tingling_lips,slurred_speech
drying_and_tingling_lips,palpitations
drying_and_tingling_lips,irritability
drying_and_tingling_lips,blurred_and_distorted_vision
drying_and_tingling_lips,fatigue
drying_and_tingling_lips,headache
drying_and_tingling_lips,excessive_hunger
slurred_speech,drying_and_tingling_lips
slurred_speech,sweating
slurred_speech,nausea
slurred_speech,vomiting
slurred_speech,anxiety
slurred_speech,palpitations
slurred_speech,irritability
slurred_speech,blurred_and_distorted_vision
slurred_speech,fatigue
slurred_speech,headache
slurred_speech,excessive_hunger
knee_pain,neck_pain
knee_pain,swelling_joints
knee_pain,joint_pain
knee_pain,painful_walking
knee_pain,hip_joint_pain
hip_joint_pain,neck_pain
hip_joint_pain,swelling_joints
hip_joint_pain,joint_pain
hip_joint_pain,painful_walking
hip_joint_pain,knee_pain
muscle_weakness,sweating
muscle_weakness,diarrhoea
muscle_weakness,mood_swings
muscle_weakness,swelling_joints
muscle_weakness,movement_stiffness
muscle_weakness,restlessness
muscle_weakness,abnormal_menstruation
muscle_weakness,weight_loss
muscle_weakness,painful_walking
muscle_weakness,irritability
muscle_weakness,fatigue
muscle_weakness,fast_heart_rate
muscle_weakness,stiff_neck
muscle_weakness,excessive_hunger
stiff_neck,indigestion
stiff_neck,muscle_weakness
stiff_neck,visual_disturbances
stiff_neck,swelling_joints
stiff_neck,depression
stiff_neck,movement_stiffness
stiff_neck,acidity
stiff_neck,painful_walking
stiff_neck,irritability
stiff_neck,blurred_and_distorted_vision
stiff_neck,headache
stiff_neck,excessive_hunger
swelling_joints,muscle_weakness
swelling_joints,neck_pain
swelling_joints,movement_stiffness
swelling_joints,joint_pain
swelling_joints,painful_walking
swelling_joints,knee_pain
swelling_joints,stiff_neck
swelling_joints,hip_joint_pain
movement_stiffness,swelling_joints
movement_stiffness,muscle_weakness
movement_stiffness,painful_walking
movement_stiffness,stiff_neck
loss_of_balance,nausea
loss_of_balance,neck_pain
loss_of_balance,vomiting
loss_of_balance,dizziness
loss_of_balance,unsteadiness
loss_of_balance,headache
loss_of_balance,lack_of_concentration
unsteadiness,headache
unsteadiness,vomiting
unsteadiness,loss_of_balance
unsteadiness,nausea
loss_of_smell,throat_irritation
loss_of_smell,malaise
loss_of_smell,continuous_sneezing
loss_of_smell,runny_nose
loss_of_smell,sinus_pressure
loss_of_smell,congestion
loss_of_smell,chills
loss_of_smell,swelled_lymph_nodes
loss_of_smell,phlegm
loss_of_smell,cough
loss_of_smell,fatigue
loss_of_smell,headache
loss_of_smell,muscle_pain
loss_of_smell,high_fever
loss_of_smell,chest_pain
loss_of_smell,redness_of_eyes
bladder_discomfort,continuous_feel_of_urine
continuous_feel_of_urine,bladder_discomfort
passage_of_gases,vomiting
passage_of_gases,abdominal_pain
passage_of_gases,internal_itching
internal_itching,vomiting
internal_itching,abdominal_pain
internal_itching,passage_of_gases
toxic_look_(typhos),nausea
toxic_look_(typhos),vomiting
toxic_look_(typhos),belly_pain
toxic_look_(typhos),chills
toxic_look_(typhos),abdominal_pain
toxic_look_(typhos),constipation
toxic_look_(typhos),fatigue
toxic_look_(typhos),headache
toxic_look_(typhos),high_fever
toxic_look_(typhos),diarrhoea
depression,indigestion
depression,puffy_face_and_eyes
depression,mood_swings
depression,visual_disturbances
depression,swollen_extremeties
depression,cold_hands_and_feets
depression,weight_gain
depression,acidity
depression,abnormal_menstruation
depression,dizziness
depression,enlarged_thyroid
depression,brittle_nails
depression,irritability
depression,blurred_and_distorted_vision
depression,fatigue
depression,headache
depression,lethargy
depression,stiff_neck
depression,excessive_hunger
irritability,drying_and_tingling_lips
irritability,nausea
irritability,vomiting
irritability,anxiety
irritability,acidity
irritability,brittle_nails
irritability,headache
irritability,weight_gain
irritability,swollen_extremeties
irritability,cold_hands_and_feets
irritability,slurred_speech
irritability,dizziness
irritability,abnormal_menstruation
irritability,fast_heart_rate
irritability,diarrhoea
irritability,visual_disturbances
irritability,depression
irritability,weight_loss
irritability,enlarged_thyroid
irritability,blurred_and_distorted_vision
irritability,fatigue
irritability,stiff_neck
irritability,indigestion
irritability,muscle_weakness
irritability,sweating
irritability,mood_swings
irritability,puffy_face_and_eyes
irritability,restlessness
irritability,palpitations
irritability,lethargy
irritability,excessive_hunger
muscle_pain,dark_urine
muscle_pain,nausea
muscle_pain,vomiting
muscle_pain,sinus_pressure
muscle_pain,congestion
muscle_pain,swelled_lymph_nodes
muscle_pain,phlegm
muscle_pain,headache
muscle_pain,throat_irritation
muscle_pain,malaise
muscle_pain,runny_nose
muscle_pain,chills
muscle_pain,red_spots_over_body
muscle_pain,abdominal_pain
muscle_pain,mild_fever
muscle_pain,loss_of_smell
muscle_pain,pain_behind_the_eyes
muscle_pain,loss_of_appetite
muscle_pain,diarrhoea
muscle_pain,skin_rash
muscle_pain,joint_pain
muscle_pain,fatigue
muscle_pain,high_fever
muscle_pain,chest_pain
muscle_pain,redness_of_eyes
muscle_pain,yellowish_skin
muscle_pain,continuous_sneezing
muscle_pain,sweating
muscle_pain,yellowing_of_eyes
muscle_pain,back_pain
muscle_pain,cough
red_spots_over_body,malaise
red_spots_over_body,skin_rash
red_spots_over_body,pain_behind_the_eyes
red_spots_over_body,nausea
red_spots_over_body,vomiting
